premise	hypothesis	prediction	label
It was a splendid life ”I loved it." There was a smile on her face, and her head was thrown back. 	She said she was very happy about the life she had led.	2	1
um-hum yeah i saw that for the first time yesterday in the evening	I was very impressed when I saw that yesterday.	0	2
Also, why Princess Di was like President  The public cared more about her empathy than about her actions.	They scared more about empathy than actions.	2	1
Two economists at Virginia Commonwealth University--yes, here are the economists again, but this time making a more plausible argument--studied millions of auto-accident claims filed between 1989 and 1993.	Two qualified researchers looked into vehicular accident insurance claims.	1	2
He went down on his knees, examining it minutely, even going so far as to smell it. 	It smelled like eggs. 	1	2
Treat yourself and bill it to Si.	Don't treat yourself, Si has to pay for that. 	1	0
uh-huh oh yeah all the people for right uh life or something	oh yeah not those people, they have a bad life	1	0
After their savage battles, the warriors recuperated through meditation in the peace of a Zen monastery rock garden.	The warriors had savage battles at a Zen monastery rock garden.	1	0
um-hum you mean when the reporter sticks the the microphone in the person says the face and says how do you feel that you house has burned to the ground	Reporters often confront people with difficult questions about events.	2	1
well that's pretty typical though uh i don't uh i don't guess it's going to be any much different uh than than it has been in the past so i expect uh July and August we'll see our  or uh share of hundred degree days	It's pretty normal to have a few hundred degree days out here.	0	1
During his disastrous campaign in Russia, he found time in Moscow to draw up a new statute for the Com??die-Francaise (the national theater), which had been dissolved during the Revolution.	Napoleon led the invasion.	1	2
that's hilarious to to get that jack off that's right oh that's a funny story	I will enjoy telling that story.	1	2
But of course, that's just another way of saying that liberal democracy--a value Huntington surely ranks above the alternatives morally--may never fit some peoples as naturally as it fits us.	Liberal democracy fits us well because we are political figures.	1	2
British action wouldn't have mattered.	If Britain got involved, things would have gotten worse.	2	0
if it had rained any more in the last two weeks instead of planting Saint Augustine grass in the front yard i think i would have plowed everything under and had a rice field	It has rained enough to flood everything here and make rice pattys.	0	1
With a little practice almost anyone can flip off to an interesting rock formation and watch the multi-coloured fish pass in review.	It would take years of practice to be able to jump off a rock.	2	0
Prior to 1986, the United States had been a net creditor because its holdings of foreign assets exceeded foreign holdings of U.S. assets.	The US was a net creditor before 1986 because of its foreign asset holdings.	2	1
But I guess I can take it we were wrong, pursued Julius.	Julius surmised that we were not correct at all.  	0	1
The association's mission is to reduce the incidence of fraud and white-collar crime through prevention and education.	The association hopes people will not steal someone's identity.	1	2
Also, lack of winter freezes means that mites normally killed off by the cold will survive.	When there is not a freeze during winter the mites are able to survive.	0	1
It seeks genuine direct elections after a period that is sufficient to organize alternative parties and prepare a campaign based on freedom of speech and other civil rights, the right to have free trade unions, the release of more than 200 political prisoners, debt relief, stronger penalties for corruption and pollution, no amnesty for Suharto and his fellow thieves, and a respite for the poor from the hardest edges of economic reform.	A real direct election is necessary after so many pitfalls have come up in society.	2	1
She was 96 just turning away when she heard a piercing whistle, and the faithful Albert came running from the building to join her.	She was an old lady who was out for a walk when she heard a noise. 	1	2
They are built on the site of David's Tower, once the largest and most formidable structure in the castle.	There are columns on David's Tower.	1	2
After being diagnosed with cancer, Carrey's Kaufman decides to do a show at Carnegie Hall.	Carrey's Kaufman was diagnosed with cancer before deciding to do a show at Carnegie Hall.	2	1
i think that yeah i think and i i think that's real important	"I truly believe that that's really important."	2	1
Some Kwanzaa rituals, most notably the focus on candles, seem to have been borrowed from Hanukkah.	They claimed to have started the tradition on their own.	1	0
All were prominent nationally known organizations.	Some organizations were obscure.	1	0
There is nothing more to be done here, I think, unless, he stared earnestly and long at the dead ashes in the grate. 	There is sdo much left to do. 	1	0
1) Increased federal enforcement . Before Hoover's death, the FBI did not aggressively investigate the Mafia.	The Mafia were not aggressively investigated before Hoover's death.	0	1
FDA suggests there may be an association between BSE and a form of human TSE known as new variant Creutzfeldt-Jakob disease.	Research suggests the FDA's opinion is wrong.	0	2
But they reached a shrubbery near the house quite unmolested.	They managed to reach a shrubbery close by without issue.	2	1
It is, as you see, highly magnified. 	It is plain for you to see that it is amplified.	0	1
i'm not sure what the overnight low was	I don't know how cold it got last night.	0	1
It is worth a visit, if only to see the theater itself.	The place is definitely worth visiting, especially for its theater.	0	1
Look for the servant girl hurtled into hell for flirting with the devil.	The servant girl ascended to heaven for her good behavior.	2	0
in you know just dealing with the customer maybe that's there only reason why they don't it'd seem like they'd just put a little barrel out there and say it pour here and go on  we'll take your money	I do not deal with customers well.	0	2
In both Britain and America, the term covers nearly everybody.	In both Britain and America the term covers almost everyone except for Israelites.	1	2
you know even even into major things just to keep our car longer because i don't think we get the money that we put into them out of them in two years or three years and of course i was never in a position where i could trade my car off every two years	I get a brand new car every couple of years.	1	0
i guess it's just you know and when i think about that lady this this particular lady who wrote me a check for twelve dollars and it bounced and i sent it through you know sent it through the check through the bank once and she incurred at least a fifteen dollar fee	The lady incurred a 15 dollar fee when she wrote me a bad 12 dollar check.	2	1
Black professionals braid their hair to display their ethnic pride.	Blacks proudly braid their hair, sad the black woman.	1	2
This one-at-a-time, uncoordinated series of regulatory requirements for the power industry is not the optimal approach for the environment, the power generation sector, or American consumers.	It is not the optimal approach.	0	1
The streets are crammed with vendors selling shrine offerings of sweets, curds, and coconut, as well as garlands and holy images.	Vendors have lined the streets with torches and fires.	1	0
From Cockpit Country to St. Ann's Bay	You can travel from Cockpit Country to St. Ann's Bay in a couple of hours.	1	2
i tell you what i would not i would not buy a car that had the seat belt where it was hooked under the door	I would like to buy a car with the seat belts under the door.	1	0
that's right you can work yourself to death well i'm sorry to hear your color didn't come out so good over the weekend	Don't work yourself to death. 	0	2
Saddam could emerge strengthened (and America tarnished) in the eyes of the Arab world.	America's opinion on Saddam would also worsen.	0	2
Despite their 17th-century origins, these gardens avoid the rigid geometry of the Tuileries and Ver?­sailles.	These gardens were around well before the 17th-century.	1	0
Very simply. 	In a complicated way.	2	0
 Ibiza's seven-bulwark defences are almost completely intact.	Ibiza was never attacked so the walls are in great condition.	0	2
Look, there's a legend here.	See, there is a well known hero here.	2	1
well camping is one thing that i i could never get used to uh i i used to take the kids to go fishing and things like that but i never went uh never went camping	Camping is something that I never got the hang of, though I took the children fishing, we never did do camping.	0	1
probably so yeah you can get a head start on it	You can get a head start on it if you plant now.	1	2
The cover story details the disturbing behavior of the Littleton killers before last week's massacre.	The killers' behavior in the story is pleasant.	1	0
and so i have really enjoyed that but but there are i do have friends that watch programs like they want to see a particular program and they are either home watching it or definitely recording it they have some programs that they won't miss	Do you have any programs you watch with your friends?	0	2
Too bad it chose to use McIntyre instead.	McIntyre was picked to be used as the closing pitcher.	1	2
They said that (1) agencies need to be able to design their procedures to fit their particular circumstances (e.g.	The authors of the recently introduced bill stated each agency would be required to match their operational methods to their particular situations.	1	2
 The Garden Island is lush with botanical estates and Waimea Canyon, the grand Canyon of the Pacific .	Waimea Canyon was formed by icebergs similar to the Grand Canyon.	1	2
There's only one thing for me to do."	I only have one thing left to do.	0	1
Even analysts who had argued for loosening the old standards, by which the market was clearly overvalued, now think it has maxed out for a while.	Some analysts wanted to make the old standards easier.	2	1
He asserted that the area was blessed with the highest concentration of exactly those natural features that, when combined, create the most pleasing and relaxing vistas possible landscapes composed of  lakes representing the source of life in water, trees offering the promise of shelter, smooth areas providing easy walking and a curved shoreline or path in the distance to stimulate curiosity.  	He spoke ill of the area's natural features.	1	0
uh well i figured if i had it done in the garage at the Toyota dealer i would be looking at probably three or four hundred dollars	I had it done at the Toyota dealer's for fifty bucks.	2	0
And that squatting he does--it's as uncomfortable as it looks.	Squatting look uncomfortable.	2	1
Further, given the dynamic environment agencies face, employees need incentives, training, and support to help them continually learn and adapt.	Welbeck's CEO told the committee it was necessary to ensure employees were trained, prepared and compensated in ways that enabled them to react to shifting markets.	1	2
other side that's a good idea	Only after we finish the first side.	0	2
There is no tradition of clothes criticism that includes serious analysis, or even of costume criticism among theater, ballet, and opera critics, who do have an august writerly heritage.	Clothes criticism is not serious. 	0	1
IDAs are special in that low-income savers receive matching funds from federal and state governments as well as private sector organizations as an incentive to save.	 IDAs are special in that low-income savers receive differing funds from federal and state governments.	1	0
Earlier this week, the Pakistani paper Dawn ran an editorial about reports that Pakistani poppy growers are planning to recultivate opium on a bigger scale because they haven't received promised compensation for switching to other crops.	Pakistani poppy growers are going to grow more opium.	2	1
Larger ski resorts are 90 minutes away.	Larger ski resorts are actually 20 minutes away by foot.	2	0
The strychnine had been found in a drawer in the prisoner's room. 	They found the strychnine under the prisoner's bed. 	1	0
It can entail prospective and retrospective designs and it permits synthesis of many individual case studies undertaken at different times and in different sites.	It can entail prospective and retrospective designs for individual case studies for small busineses.	1	2
The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.	The festival showcases exhibitions from all seven continents. 	0	2
One of these walls, the Western Wall, is today a major reminder of Jerusalem's greatness under Herod.	The Western Wall has always been a Heritage Site.	0	2
Our efforts having been in vain, we had abandoned the matter, hoping that it might turn up of itself one day. 	Even though we had not solved the problem, we kept on trying.	1	0
You can count on me, if necessary, for one million dollars.	I'm good for one million dollars. 	2	1
Through Responsive and Naturalistic Approaches.	Unnatural and unresponsive approaches	1	0
Four or five from the town rode past, routed by their diminished numbers and the fury of the Kal and Thorn.	Kal and Thorn were very angry.	2	1
3 It should be noted that the toxicity (LC50) of a sample observed in a range-finding test may be significantly different from the toxicity observed in the follow-up chronic definitive test  (1) the definitive test is longer; and (2) the test may be performed with a sample collected at a different time, and possibly differing significantly in the level of toxicity.	The toxicity of a sample in the range-finding test might be very different from the toxicity in the follow-up test.	2	1
Ah, triple pig! 	three times pig.	2	1
they take the football serious	They think football is meaningless.	1	0
I admit I have knowledge of a certain name, but perhaps my knowledge ends there."	I know the name, but not much else.	0	1
The Fray's reputation as a home for hostile, rude, and mean-spirited exchanges suffered a severe beating at the hands of the Reading thread, which was so civilized that participants suggested taking insulin shots afterward.	The Fray is known as a hostile, rude, and mean place.	0	1
and maybe we'll run across each other again	We should do coffee if we ever meet again.	0	2
Most of France went enthusiastically into World War I, and came out of it victorious yet bled white.	Most of France supported WWI.	2	1
If the collecting entity transfers the nonexchange revenue to the General Fund or another entity, the amount is accounted for as a custodial activity by the collecting entity.	Nonexchange revenue to the General Mills.	1	0
It is one of those rare cases in which I can please everyone.	It is a rare situation that lets me make everybody happy.	2	1
you can get a hard copy of it and that's about it	Your only option is to get a hard copy.	0	1
It will be held in the Maryland woods, and the telecast will consist of jittery footage of the contestants' slow descent into madness as they are systematically stalked and disappeared/disqualified by Bob Barker.	The show will be set in the woods north of Boston.	1	0
Our efforts having been in vain, we had abandoned the matter, hoping that it might turn up of itself one day. 	The problem was solved one day.	1	2
It was the heyday of the brilliant but lethal Spanish-Italian  lecherous Rodrigo, who became Pope Alexander VI, and treacherous son Cesare, who stopped at nothing to control and expand the papal lands.	Rodrigo was a vicious man who loved power.	2	1
FEC Chairman Scott Thomas, a Democrat who was also at the conference, noted that the Federal Election Campaign Act of 1971 outlined three principles that need to be preserved on the  1) disclosure of how money is raised and spent to influence elections; 2) limits on the amount that any one person can contribute to a campaign; and 3) restrictions on independent spending by corporations and unions.	Scott Thomas was the EPA Chairman.	1	0
 It was utterly mad.	It was completely crazy.	0	1
they don't call them immigrants anymore that was back during my granddaddy's day	They used to call them immigrants.	2	1
An article explains that Al Gore enlisted for the Vietnam War out of fealty to his father and distaste for draft  Gore deplored the inequity of the rich not having to serve.	Gore dodged the draft.	1	0
that would be good what'd you say	Write down what you would say.	1	2
you did you see that	I saw that!	1	2
Matches are held only intermittently, however The Calcutta Cup Match, in early April, pits the Scots against their  auld  enemy the English and is a great spectacle.	The Calcutta Cup Match pits the Scots against the English, in what is generally seen as a great spectacle.	2	1
We look forward to receiving comments from the readers of this paper.	Someone likes to get comments from readers of a paper.	2	1
In the first instance, IRS would have no record of time before the person could get through to an agent and of discouraged callers.	The callers are encouraged to call multiple times.	1	2
But she's not like her photo one bit.	The girl in the photo has freckles and red hair. 	1	2
Mallorca prospered.	Mallorca suffered.	1	0
But anyway, never underestimate the power of hypocrisy.	Hypocrisy is a large challenge facing the country.	1	2
Also, other sorbent-based approaches in development may prove in time to be preferable to ACI, making the use of ACI only a conservative assumption.	Sorbent-based approaches in development may be preferable to ACl, depending on the acidity of the solution.	1	2
He thought the biggest barrier was how to change the culture in the ED so that staff would ask screening questions.	The biggest barrier was thought to be how to maintain the culture	2	0
um-hum yes i was amazed we spent the only time we played on our trip was in Douglas Arizona and uh that was just	We played in lots of different places on our trip.	2	0
That couldn't happen in a sane world, either.	A meteor couldn't strike down in a sane world.	0	2
In 392 the Emperor Theodosius proclaimed Christianity to be the official religion of the Roman Empire, and on his death in 395 the empire was split once more, between his two sons, and was never again to be reunited.	The empire was split between two sons, who fought endlessly, and so the empire was never again reunited.	0	2
Ah, ma foi, no! replied Poirot frankly. 	Poirot disagreed with me. 	0	1
Extensive documentation of the IPM is available at //www.epa.gov/airmarkets/epa-ipm/index.html.	The documents are free to view.	0	2
yeah because it like i i think i've seen those before but i don't remember what they look like	I remember vividly what they look like.	1	0
Time reports that Harrer denies having known she was.)	Harrer doesn't claim he knows she was.	0	1
They should have him be just a disembodied voice.	They had him fart all his lines while prancing around nude.	2	0
The WP says that the Paula Jones trial judge has had an interesting prior run-in with Bill Clinton.	The man did not know he was a judge.	0	2
Interpreters will be provided by APALRC.	Interpreters will be distributed by the APALRC company.	2	1
She kept her most important papers in a purple despatch-case, which we must look through carefully."	We must carefully look through the purple despatch-case that she kept her most important papers in.	0	1
These gardens used to belong to the governor's mountain lodge, but the building was demolished by the Japanese during the occupation of Hong Kong.	These gardens belong to the governor's mountain lodge.	1	0
Although all four categories of emissions are down substantially, they only achieve 50-75% of the proposed cap by 2007 (shown as the dotted horizontal line in each of the above figures).	There has been a substantial decrease in each of the emission categories.	0	1
For more sweeping panoramas, you can hike for less than an hour to either summit Petit-Bourg (716 m/2,349 ft) or Pigeon (770 m/2,526 ft).	For more sweeping panoramas, you can go swimming in the canyon.	1	0
Be of good cheer,	Be of good cheer, for beer time is near.	1	2
If that investor were willing to pay extra for the security of limited downside, she could buy put options with a strike price of $98, which would lock in her profit on the shares at $18, less whatever the options cost.	THe strike price could be $8.	1	0
Carmel Man, a relation of the Neanderthal family, lived here 600,000 years ago.	Carmel Man is still relatively well-preserved today, which is how we were able to estimate his age.	1	2
It was other-worldly.	It was a spiritual event.	1	2
allow the efficiencies of a low-cost mailstream to be available to all who can use them.	Everyone loves using the USPS.	0	2
There are many such at the present time.	Currently there are many.	2	1
The order was founded by James VII (James II of England) and continues today.	Kings frequently founded orders that can still be found today.	1	2
Stale macho jokes and formulaic cliffhangers drive this chase-by-numbers thriller on the bumpy road to nowhere (Holden, the New York Times ).	Stridently macho, loud and predictable, the film goes nowhere.	0	1
The crucial part of that world is the home where parents relate to children.	Parents relating to children in the home is important to the world.	2	1
uh-huh oh yeah i hadn't heard that one let's see i can't oh gosh that that probably wipes out my whole inventory of TV shows other than um PBS i	The whole inventory of TV shows was wiped out.	1	0
So it wasn't Missenhardt's singing--marvelous though that was--that made Osmin's rantings so thrilling.	Osmin went off on a rant every day.	0	2
Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.	Papyrus can be bought in many shops in Egypt.	2	1
At Gatehouse, in Kent.	It's in a tent out by the Hundred Acre Woods.	2	0
so it's sociology	So it's social science 	2	1
These runs could cost far more than the value of the small improvement in service.	The runs would cost $36,000.	1	2
From there, take the road that heads back to the coast and Es Pujols, Formentera's premier resort village.	Take the road that heads directly away from the coast and to the city.	2	0
Then Shuman claims that Linux provides no graphical user interface.	They hated to admit it was a superior product.	0	2
In Texas, the ability to produce fairly stated external financial reports was only the first step in building a more effective, resultsoriented government.	There are many steps when it comes to building a more effective results oriented government in texas	2	1
There are no means of destroying it; and he dare not keep it. 	There is no what to get rid of it.	0	2
The organizations usually allowed individual members who had changed employers to continue participation.	The organizations usually got angry at people for leaving.	1	2
I take it Americans have a higher opinion of morality than you have even.	I take it that you have an unusually high opinion of morality.	1	2
facilitate suits for benefits by using the State and Federal courts and the independent bar on which those courts depend for the proper performance of their duties and responsibilities.	The State and Federal courts are the same regardless of location.	0	2
The day my deadline came, I got a business card.	On the day of the deadline, I received a gold trophy. 	2	0
At the same moment I felt a terrific blow on the back of my head… ." She shuddered.	I was hit on the back of my head with a baseball bat. 	1	2
Can I help you?'	Can i help you with that order?	1	2
Don Saunders attended from the NLADA.	The NLADA sent Saunders to the conference in NYC.	1	2
It's thought he used the same architect who worked on the Taj Mahal.	In reality, he did not use the Taj Mahal's architect.	0	2
For example, computers and related equipment have an estimated annual depreciation rate of 31 percent,7 and new versions of software applications are released every few years.	Computers will not be able to function to a business' standards once the equipment is 7 years old.	0	2
If the data from a series of tests performed with the same toxicant, toxicant concentrations, and test species, were analyzed with hypothesis tests, precision could only be assessed by a qualitative comparison of the NOEC-LOEC intervals, with the understanding that maximum precision would be attained if all tests yielded the same NOEC-LOEC interval.	They wanted to make sure they were getting the same results each time.	2	1
Rouen is the ancient center of Normandy's thriving textile industry, and the place of Joan of Arc's martyrdom ' a national symbol of resistance to tyranny.	Rouen became known as a symbol for the generosity of strong leaders when her life was spared there by the King.	2	0
Oh, my friend, have I not said to you all along that I have no proofs. 	I've always had the proof that he did it.	2	0
The cold air and the abundance of water gave them all good cheer that eve.	The cold, fresh mountainous air made them happy. 	2	1
Look, it's your skin, but you're going to be in trouble if you don't get busy.	Don't let anyone see you working or you might get in trouble.	2	0
Sure, the man yells back, you're in a hot air balloon about 30 feet above this field.	"Sure." The man yells "youre in a hot air balloon about 30 feet high above the field 	2	1
i never managed to plan my departure right	My departure wasn't properly planned.	2	1
So let me draw a slightly different moral from the saga of beach volleyball as it has evolved in our  If, as Speaker Gingrich says, the price of volleyball is eternal freedom, still it may take a village to raise a volleyball net.	Speaker Gingrich thinks there is a linear connection between volleyball and freedom.	1	2
you know they they like what they're doing they you know they feel good about what they're doing that type of thing it's more	You can see the way that their whole demeanor has changed.	1	2
The logic of analysis in case studies is the same	The logic for the case studies is the same thing as in the data collection.	0	2
and see the thing is you know he go out and he'll spend it when he wants you know and uh uh i'm afraid to i'm afraid to use that credit card	I'm scared to use the credit card.	2	1
World demand increased with the growth of the motor-car and electrical industries, and sky-rocketed during World War I. By 1920, Malaya was producing 53 percent of the world's rubber, which had overtaken tin as its main source of income.	The lack of interest relegated Malaya's rubber production to being a novelty.	2	0
i don't even know how they figure it really i'm glad i don't work in a store	I'm glad I don't work in a department store.	0	2
Ca'daan closed the door behind them and retied the not.	Ca'daan closed the door behind them, and quickly tied it off to prevent their pursuers from following.	1	2
In DOD's current acquisition environment, the customer is willing to trade time and money for the highest performing weapon system possible.	Having the highest performing weapon system is of paramount importance being prioritized above time and money.	2	1
The last thing we want is any more attention or any more bounty hunters.	There had already been enough attention. 	2	1
Several security managers said that by participating in our study, they hoped to gain insights on how to improve their information security programs.	All security managers said they were concerned about threats to their information security.	2	0
No, I exclaimed, astonished. 	"No!" I cried out in shock. 	0	1
But I guess I can take it we were wrong, pursued Julius.	Julius was right that we were incorrect.  	1	2
Sarawak pottery is ochre-colored with bold geometric designs.	Sarawak potter is blue and gold.	2	0
Where are you going?	Where have you been?	1	0
yeah it's definitely a way out of the way where  where as	I was able to find my way out of the corn maze	0	2
Each individual's survival curve, or the probability of surviving beyond a given age, should shift as a result of an environmental quality improvement.	People will live longer if they get plenty of fresh air.	1	2
Helms, who will be 81 when his fifth term ends, is increasingly frail.	Helms will turn 81 soon.	2	1
It features over 50 outlets for discounted designer fashions, from Armani to DKNY.	It has over 50 discount stores for designer fashion brands.	2	1
yeah i've always threatened to take lessons but i've never gotten around to it	I have never gotten around to taking lessons.	0	1
Such parties may include	The parties might involve	2	1
They encourage us to indulge ourselves, and they exhort us to worry about our competence at work.	They want us to indulge ourselves, and force us to worry at work. 	0	1
On the west side of the square is Old King's House (built in 1762), which was the official residence of the British governor; it was here that the proclamation of emancipation was issued in 1838.	On the west end of the square is the Old King's House which was built in 1762.	2	1
6 cents are used for domestic investment.	Investing in domestic companies.	2	1
Hold hard, said Tommy.	Tommy explained to hold hard, using only one arm.	0	2
It takes a deeper fire than most salamanders can stir, Ser Perth.	It is an easy fire to stir.	2	0
NHTSA concluded that while section 330 superseded the section 32902 criteria, it did not supersede the section 32902 mandate that there be CAFE standards for model year 1998.	NHTSA conducted a very in-depth review of section 330. 	0	2
By placing ”one card ”on another ”with mathematical ”precision!" I watched the card house rising under his hands, story by story. 	He took his time carefully placing the cards on top of each other.	2	1
On 4 5 May a mass of mud and rocks was swept down by Pelee's White River (Riviyre Blanche) over a factory, killing 25 people.	Mud and rocks were swept away by the river.	0	1
uh it's in Georgia it's yeah it's right outside of Macon and and it's just a i like the way that i like the way that idea of the south is	It's about a seven-hour drive to get there from here.	1	2
Rehnquist's conferences are no-nonsense.	The conferences were laced with humor and entertainment.	1	0
so i don't completely agree with that either	And I totally agree with that too.	2	0
The H-2A worker must depart the country and is subject to deportation for failing to do so.	The H-2A worker is being forced to leave the country.	2	1
my goodness it's hard to believe i didn't think there was anybody in the country who hadn't seen that one	I thought everyone in the US had already seen that movie. 	0	2
I feel, though, that I should like to point out to you once more the risks you are running, especially if you pursue the course you indicate.	I do not think that you understand the risks you are taking.	0	1
do you think most states have that or	In your opinion, do most states have that?	2	1
As a result, an estimated four out of five low-income people requiring legal help in our community do not receive it.	The people with low incomes do not know what s available to them as far as legal help is concerned.	0	2
He and his wife had lived at Styles Court in every luxury, surrounded by her care and attention. 	She was cared for very well at Styles Court.	2	1
Rightly or wrongly, America is seen as globalization's prime mover and head cheerleader and will be blamed for its excesses until we start paying official attention to them.	America alone is responsible for the excesses of the globalization movement. 	1	2
Don't take it to heart, lad, he said kindly.	Don't look too much into it.	0	1
um i've visited the Wyoming area i'm not sure exactly where Dances with Wolves was filmed	I don't know even though I visited the area.	2	1
The house fell into ruin after emancipation, when fear of the witch's influence drove the plantation's slaves away.	The dread-filled slaves fled the plantation due to angst concerning the witch.	2	1
The data would be presented as required supplementary stewardship information accompanying the consolidated financial statements of the Federal Government but not in individual reports of its component units.	The data is only necessary when looking at the big picture within federal government.	0	2
Views from  Implementation Research in Education.	Education research is a must 	1	2
By contrast, their grandson, who assumed the throne in 1516, was born in Flanders in 1500, and Charles I could barely express himself in Spanish.	Their grandson was born in Barcelona, and Charles I spoke beautiful Spanish.	2	0
'We can't find him, Benjamin,' Lincoln/Natalia said.	After 12 hours looking for him, Lincoln/Natalia gave up.	0	2
um well i hate to yes i do	I hate to.	0	1
General Accounting Office, A Model of Strategic Human Capital Management, GAO-02-373SP (Washington, D.C.: Mar.	The GAO may be a model of strategic human capital management.	1	2
No one was there, no bones at all.	Nothing was left from the body.	0	1
yeah i mean this this Escort even when the head gasket went i mean it would start first time every time	The Ford Escort worked even with a blown head gasket.	0	1
Once they know their Social Security benefits promised under current law, workers can calculate how much they can expect from employer-sponsored pension plans and how much they need to save on their own for retirement.	Employer sponsored pension plans give workers money so that they can save for retirement.	2	1
I hope that our common interests will lead us to a consensus - one that will provide the country with significant benefits.	it is hoped that the common interests will lead us to a consensus.	2	1
well what station plays uh that type of music	Which radio station plays a lot of contemporary Christian music?	1	2
He needs to keep his finger on the pulse to succeed during the short tourist season.	The tourism season is so long that he will be successful eventually.	2	0
Have you got him?"	Did you help him to escape?	2	0
At that event, legal services personnel, court personnel, and other technology experts saw demonstrations by four companies on their products, and assessed their utility for preparing pro se documents.	Legal services personnel saw product demonstrations on software that would help file cases quickly.	1	2
Routine screening and intervention will require engendering a sense of role responsibility among emergency department clinicians towards addressing substance abuse.	Routine screening is essential in addressing substance abuse.	1	2
Built in a.d. 688 691, it is decorated in thousands of exquisite, predominantly blue and yellow, Persian ceramic tiles, with Koranic scriptures on the lintels.	The Koranic scriptures on the Persian ceramic tiles depict various outdoor nature scenes.	1	2
Bauerstein."	The doctor. 	1	2
oh really yeah so he he's uh he's probably going to be going to jail and and the problem with him is he's on a guaranteed salary like for three years so whether he plays or not they've got to pay him ten million dollars so if they	He will probably lose form in jail and be excluded from the first team for the rest of the year, so he's essentially getting paid for doing nothing.	0	2
The Irish Architectural Archive, a library of architectural materials, is at number 73 on the south side of the square.	At number 15 the Irish Architectural Archive can be found.	1	0
Shoot only the ones that face us, Jon had told Adrin.	Shoot the ones that face us, Adrin told Jon	1	0
'Don't worry,' he whispered.	He was freaked out.	1	0
Everybody has this quote from NBA commissioner David  You cannot strike your boss and still hold your job--unless you play in the NBA.	NBA commissioner said NBA opens more possibilities than other jobs	2	0
When Jesus was born in about 4 b.c. , Joseph and Mary escaped Herod's paranoia by fleeing into Egypt with the new-born infant.	Jesus' birth has been dated to around 10 B.C.	1	0
For a second, I thought the crowd might provide me with some cover, or at least slow my pursuers down with its sheer density.	I might blend in with lots of men that look just like me.	1	2
The original wax models of the river gods are on display in the Civic Museum.	They have models made out of clay.	1	2
Once there, he or she must alight from the vehicle and proceed to the mailbox, then return to the vehicle, turn it around and proceed to the road.	If there is no mailbox, they don't have to get out of the vehicle.	0	2
The lucrative tin mines of Kuala Lumpur in the State of Selangor, of Sungai Ujong in Negeri Sembilan, and of Larut and Taiping in Perak were run for the Malay rulers by Chinese managers providing coolie labor.	The Chinese labor was seen as less costly and more expendable by the Malay ruling class.	1	2
The Sikhs reacted violently to persecution, and the Marathas spread to Orissa, after which, in the year 1739, Nadir Shah of Persia invaded and carried off the Peacock Throne (broken up after his assassination).	The Sikhs were a minority group in the area.	1	2
okay okay that's it that GTE had purchased Tigon and yeah that's what we have	We aren't sure if Tigon has been bought yet.	1	0
Analytical Perspectives.	Some perspectives might be subjective.	1	2
The gardens are among the greatest in Europe, and take in a view of the Sugar Loaf Mountain as part of their design.	The gardens are amazing.	2	1
so who so if you go out and you're talking like a ten or fifteen thousand dollar vehicle and you add that sales tax on that's a that's a big chunk of change you have to come up with	If you add sales tax to a ten thousand dollar vehicle, that a lot of money.	2	1
Most of France went enthusiastically into World War I, and came out of it victorious yet bled white.	Most of France felt patriotic and supportive of WWI.	0	1
for me now the address is the same you know my my office address	My office won't accept any personal mail.	0	2
so i don't completely agree with that either	I have different reasons for doubting each.	1	2
Then he is very sure. 	He is very sure of himself.	1	2
The vineyards hug the gentle slopes between the Vosges and the Rhine Valley along a single narrow 120-km (75-mile) strip that stretches from Marlenheim, just west of Strasbourg, down to Thann, outside Mulhouse.	There are vineyards all along the slopes between the Vosges and Rhine Valley.	0	1
The final aim of screening must be improved outcomes through referral and counseling.	Screening needs to try to improve outcomes.	2	1
Other pundits beam their opinions at us as through a time warp, from the hazy days of past administrations.	The experts give opinions from current administrations.	1	0
Can you point me to housewares?	Please point me in the direction of the pet supplies, I asked.	1	0
SSA will consider the comments received by April 14, 1997, and will issue revised regulations if necessary.	The regulations will be revised as necessary after the SSA considers the comments received before April 14, 1997.	2	1
Just look at the entertainment industry's self-image instead.	Instead of looking into the self image of the tobacco industry, look at the entertainment industry. 	1	2
The church has an even more elaborate Baroque pulpit.	The church has an old and beautiful Baroque styled pulpit that is used in sermons.	1	2
and have been back and every now and then some news filters in that they went to see some of the old things and of course the savings and loan program um that was that you know that that just continued to grow in fact after my group i mean we were just a very small specialized group too to get that going and spread and then of course Peace Corps bowed out of that because that's uh uh something that nationalized very quickly and the same with the coops	I am glad that I get daily news updates about the Peace Corps.	0	2
that they don't show local	The they in this sentence only show things that aren't local.	0	1
Lalley also is enthused about other bar efforts on behalf of the poor, most notably the Legal Assistance Center will operate out of the new courthouse.	The Legal Assistance Center will keep offering its services from its current location.	1	0
and uh oh i guess an hour into my somewhat sleep a guy woke me up and uh said you'd better get out of the the tent they're they're liable to come down several of the others had already come down blown down they hadn't blown away but they had flattened	The guy was worried about my safety.	2	1
